Date,Brand,Title,Image
17/08/2024,Eucerin,Anti-Pigment Noturno - Creme Facial 50ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/90651/b37ee072-5ffa-493c-8ab6-3076fd3661ab-90651-eucerin-anti-pigment-noite-creme-facial-50ml.png"
17/08/2024,Peel Line,Cream Liftbooster - Creme Facial 45g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP97825/346e3463-a983-4220-8c43-90eac10779f9-mp97825-cream-liftbooster-day-cindy-peel-line-45g.png"
17/08/2024,Peel Line,Balm Redensificador - Creme Facial 30ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP97822/9f52e41c-e0e6-4a7b-9d4a-b7250198a2fa-mp97822-balm-facial-clareador-e-redensificador-nano-reverse-peel-line-30ml.png"
17/08/2024,NIVEA,Q10 Power Dia FPS 30 - Creme Facial Antissinais 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/81526/c650e35d-810a-464a-bc99-57f67840b411-nivea-q10-power-energy-fps30-creme-antiidade-facial-52g.png"
17/08/2024,Avène,RetrinAL - Creme Facial Redutor de Linhas 30ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20052975/08cecbfd-8781-4c20-8686-5da1bee56e71-20052975-avene-retrinal-creme-anti-idade-01-30ml.png"
17/08/2024,Korres,Wild Rose Rose Sauvage - Creme Facial Uniformizador 40ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/products/80913/80913.png"
17/08/2024,NIVEA,Cellular Expert Lift Dia FPS 30 - Creme Facial Antissinais 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20049472/ab2d9d67-c015-4ea8-9aac-9b587013ec47-20049472-nivea-facial-c-exp-lift-av-di-fps30-50ml.png"
17/08/2024,Abelha Rainha,Clear Pele FPS70 - Creme Facial Uniformizador 30g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP92064/11452d29-2961-444e-8196-7f77f6d728de-mp92064-abelha-rainha-clear-pele-creme-facial-clareador-diurno-fps-70-30g.png"
17/08/2024,Ulric de Varens,Ulric De Varens Bio Nutritivo Varens Beaute Paris - Creme Facial 40ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20047352/f2d98892-b14e-4b5c-91bb-371fd59dc994-ulric-de-varens-bio-nutritivo-varens-beaute-paris-creme-facial-40ml.png"
17/08/2024,Hidramais,Nutritivo - Creme Facial Noturno 100g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20053882/3a06edcd-79c4-4dec-9dd4-224bfbfdc4f4-hidramais-nutritivo-creme-facial-noturno-100g.png"
17/08/2024,Abelha Rainha,Pepnew - Creme Facial Nutritivo 55g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP100491/29a77e9b-2349-4c42-9144-4b999f35b8c3-abelha-rainha-pepnew-nutritivo-creme-facial-55g.png"
17/08/2024,L'Oréal Paris,Revitalift Laser X3 Cicatri Correct FPS25 - Creme Facial Redutor de Linhas 30ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/41601/a292f83b-7d5c-4ce6-93e6-9705f3a5b025-loreal-paris-revitalift-laser-x3-cicatri-correct-fps-25-creme-facial-antiidade-30ml.png"
17/08/2024,Eudora,Niina Secrets Niina Skin Overnight Renovador - Creme Facial Noturno 45g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/products/E07450/EUDORA-NIINA-SKIN-CREME-OVERNIGHT-RENOVADOR-45G-E07450.jpg"
17/08/2024,La Roche-Posay,Hyalu B5 Aquagel FPS 30 - Creme Facial 50ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20057135/6ed98737-462d-42c2-9469-e910538ebf45-la-rocheposay-hyalu-b5-aquagel-fps-30-creme-facial-50ml.png"
17/08/2024,Capim Clinical,Vitamina C - Creme Facial 40g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP245617/865f6359-e1cc-4c66-89d1-762796aa520d-mp245617-creme-facial-vitamina-c-valvula-40gr-capim-clinical.png"
17/08/2024,NIVEA,Q10 Antissinais Power Noite - Creme Facial 49g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/75392/224d67c4-92a7-4734-b702-1795251e8650-nivea-q10-power-plus-antissinais-creme-facial-noturno-50ml.png"
17/08/2024,Ulric de Varens,Ulric De Varens Bio Revitalizante Varens Beaute Paris - Creme Facial 40ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20047353/297151ca-37ba-43e8-8bb5-7e62dd55efb9-ulric-de-varens-bio-revitalizante-varens-beaute-paris-creme-facial-40ml.png"
17/08/2024,Ulric de Varens,Ulric De Varens Bio Hidratante Varens Beaute Paris - Creme Facial 40ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20047355/487c9de9-d4fb-42c6-9f0c-61204e91d50d-ulric-de-varens-bio-hidratante-varens-beaute-paris-creme-facial-40ml.png"
17/08/2024,La Roche-Posay,Hyalu B5 Aquagel FPS 30 - Creme Facial 50ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20057135/6ed98737-462d-42c2-9469-e910538ebf45-la-rocheposay-hyalu-b5-aquagel-fps-30-creme-facial-50ml.png"
17/08/2024,Ulric de Varens,Ulric De Varens Bio Vitaminado Varens Beaute Paris - Creme Facial 40ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20047354/98dbe837-f90a-480a-8404-c47d760e101d-ulric-de-varens-bio-vitaminado-varens-beaute-paris-creme-facial-40ml.png"
17/08/2024,Capim Clinical,Vitamina C - Creme Facial 40g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP245617/865f6359-e1cc-4c66-89d1-762796aa520d-mp245617-creme-facial-vitamina-c-valvula-40gr-capim-clinical.png"
17/08/2024,L'Odorat,"L'ODORAT Pracaxi, Rosa Mosqueta e Vitamina E - Creme Facial 30g","https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/95262/d7bc2f24-399b-4977-ac2b-8fa45547e3d4-95262-lodorat-pracaxi-e-rosa-mosqueta-creme-nutritivo-facial-30g.png"
17/08/2024,Abelha Rainha,Pepnew - Creme Facial Nutritivo 55g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP100491/29a77e9b-2349-4c42-9144-4b999f35b8c3-abelha-rainha-pepnew-nutritivo-creme-facial-55g.png"
17/08/2024,Eudora,Niina Secrets Niina Skin Overnight Renovador - Creme Facial Noturno 45g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/products/E07450/EUDORA-NIINA-SKIN-CREME-OVERNIGHT-RENOVADOR-45G-E07450.jpg"
17/08/2024,Ulric de Varens,Ulric De Varens Bio Revitalizante Varens Beaute Paris - Creme Facial 40ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20047353/297151ca-37ba-43e8-8bb5-7e62dd55efb9-ulric-de-varens-bio-revitalizante-varens-beaute-paris-creme-facial-40ml.png"
17/08/2024,Estée Lauder,Revitalizing Supreme+ Refil - Creme Facial 50ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20054576/f1cf1579-ccba-4fef-ac0c-6c4a8389c035-20054576-estee-ld-sup-youth-power-cr-hid-ref-50ml.png"
17/08/2024,Hidrabell,Rice Extract - Creme Facial Leite de Arroz 250g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP17768/851c4d80-6afb-4f57-8bac-adac9064469a-hidrabell-rice-extract-creme-facial-leite-de-arroz-250g.png"
17/08/2024,Pink Cheeks,After! - Creme Facial Pós-Treino 30g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20053117/4977a4ae-a71c-4f30-afbc-646f86f87bae-20053117-pink-cheeks-after-cre-fac-pos-treino-30g.png"
17/08/2024,InMotion Cosméticos,Luminus - Creme Facial Uniformizador 30ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP27226/e5a52873-062d-4781-9ed8-3ec96e926058-mp27226-creme-facial-ultra-clareador-luminus.png"
17/08/2024,Ulric de Varens,Ulric De Varens Bio Hidratante Varens Beaute Paris - Creme Facial 40ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20047355/487c9de9-d4fb-42c6-9f0c-61204e91d50d-ulric-de-varens-bio-hidratante-varens-beaute-paris-creme-facial-40ml.png"
17/08/2024,"Quem Disse, Berenice?","quem disse, berenice? Skin.q Revitalizador - Creme Facial Noturno 50ml","https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/Q81497/ccc4eed7-bd18-465d-ae41-932bd01c11db-q81497quem-disse-berenice-skinq-revitalizador-creme-facial-noturno-50ml.png"
17/08/2024,Lucy´s,Creme Para Rosto 40  com Colágeno e Vitamina E - Creme Facial 100g.,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP208215/6537430d-219e-4613-8fa3-f3d69993282f-mp208215-creme-para-rosto-40-com-colageno-e-vitamina-e-creme-facial-100g.png"
17/08/2024,Hidrabell,Leite de Arroz - Creme Facial 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP17770/174630a7-b7d6-4246-9813-b72c1250faf4-hidrabell-leite-de-arroz-creme-facial-50g.png"
17/08/2024,Cicatricure,Porcelana Antimarcas - Gel Creme Facial 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20066434/a660f6e3-f637-4be7-b15c-d72db2027bba-2024-06-22t153452503504049-645a9a5df3245827c960d5c4-4256526231860671108.jpg"
17/08/2024,Guerlain,Abeille Royale Dia - Creme Facial Diurno 50ml,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/20058057/d0539057-0df3-4e75-9293-9cb3d9cc344a-guerlain-abeille-royale-dia-creme-facial-diurno-50ml.png"
17/08/2024,NIVEA,CREME FACIAL PELE NEGRA 100G - QUERIDINHO HIDR FACIAL,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP228621/28554fb4-aea0-46fd-94dc-324cd15a3809-2024-04-24t173455402683649-66041384a8465e50c7b41a5a-17954563142091865158mp228621.jpg"
17/08/2024,Eudora,Niina Secrets Skin Sorbet Firmador - Creme Facial 80g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/E55487/4c6b58ba-8342-4a95-aec4-2e7a1a72b541-e55487-niina-skin-sorb-hid-80g-frontal.jpg"
17/08/2024,Natupele,Melanesse Manutenção - Creme Facial Uniformizante 15g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP5645/6ccebf16-cd33-4865-8f87-34f4af6f0bff-natupele-melanesse-manutencao-creme-facial-uniformizante-15g.png"
17/08/2024,Hidrabell,Leite de Arroz - Creme Facial Noite 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP17769/15ca1489-682a-4ed6-b0dd-8079a00d0f60-hidrabell-leite-de-arroz-creme-facial-noite-50g.png"
17/08/2024,Arte dos Aromas,Immortelle - Creme Facial 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP35907/4c3ec75c-a048-4b39-bfbc-363170381b63-arte-dos-aromas-immortelle-creme-facial-50g.png"
17/08/2024,Lucy´s,Creme Clareador de Manchas com Melaslow FPS - Creme Facial 30g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP216303/2cbe51e6-04d1-495a-860b-a33391725c2d-mp216303-creme-clareador-facial-de-manchas-escuras-e-com-protetor-solar-30-fps-prevencao-contra-melasma-com-melaslow-30g-lucys.png"
17/08/2024,TB Make,TB Care Joyous Face - Creme Facial 40g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP76182/734d07f7-cd41-4d1d-8f73-0b430c91799d-mp76182-tb-care-joyous-face-creme-facial-40g.png"
17/08/2024,Rugol,Gel Creme Facial Epile Rosa Mosqueta 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP164365/8f3dbad9-961b-48d2-b170-493172e88a21-2023-11-27t140017180383455-gel-creme-facial-epile-rosa-mosqueta-50gjpg16891539316197353973.jpg"
17/08/2024,Max Love,Creme Facial Rosa Mosqueta - Creme hidratante 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP1191/8f43abb8-c1e6-408a-a4cc-a70f4c7a1391-mp1191-max-love-creme-facial-rosa-mosqueta-creme-hidratante-50g.png"
17/08/2024,Max Love,Creme Facial Renovação Esfoliante - Creme hidratante 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/90700002001/c8c8bab5-7b65-42b9-88f2-4815c34128f9-cremeesfoliante50g.jpg"
17/08/2024,Ruby Rose,Acnover Pomada Secativa - Creme Facial 15g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP53459/9f52cdc0-645e-4d95-b93a-fa099a5bfb86-ruby-rose-acnover-pomada-secativa-creme-facial-15g.png"
17/08/2024,NIVEA,Kit Nivea Creme Facial Q10 Energy DIA + NOITE - Antissinais Vitamina C,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP217931/ce3d8609-ae5d-4b1d-96b9-01c3436358ea-2024-04-03t192707251232564-65faececefd7324996aa188f-10732240365615484998mp217931.jpg"
17/08/2024,Ruby Rose,Gel Creme Facial Kiwi Melu RR-5600,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP116960/f5d0b919-03c4-44b9-91be-0c1e4150d6cf-62d94315b6fa7d6b7ddc6c75-9211826790294959105.jpg"
17/08/2024,Abelha Rainha,Time Reverse - Creme Facial 100g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP74118/8dadcd73-88ca-40c7-9d8c-9ea8bfaf61e2-abelha-rainha-time-reverse-creme-facial-100g.png"
17/08/2024,Hidrabell,Creme Facial Leite de arroz Rice Extract - 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP17767/76e7b52b-d3fd-4a7c-aa9b-bc3d05d1254d-facial-leite-de-arroz-70g-hidrabelljpg6681619666009319549.jpg"
17/08/2024,NUPILL,Creme Facial Nupill Lifting Instantaneo Firminess c/4un,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP113513/9e30f303-e375-4417-9155-65d840b69c01-622b586ad6d1671603d2fab6-13619095841075168438.jpg"
17/08/2024,Intua,Beauty Nutritivo - Creme Facial Anti-Idade 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP113367/2fdfd56c-2bfd-4fb8-8dfc-a77cad256c91-7896083420087-1.jpg"
17/08/2024,Amakos da Amazônia,Cacay Vital - Creme Facial 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/products/MP181703/85.jpg"
17/08/2024,Amakos da Amazônia,Creme facial sangue de dragão - 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/products/MP183570/61.jpg"
17/08/2024,Amakos da Amazônia,Cacay Vital - Creme Facial 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/products/MP181703/85.jpg"
17/08/2024,Helene Deon,Creme Facial Antiacne Controle Oleosidade 45g  Helene Deon,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP141338/51bfd581-5974-4fea-ae73-10c2fa2edd9e-2023-10-05t16305880150136-creme-facial-antiacne-controle-oleosidade-45g-helene-deonjpg2319620184483234851.jpg"
17/08/2024,Lucy´s,Creme para o Rosto 50 com Colágeno e Vitamina E - Creme Facial 100g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP204428/440338ff-67af-4e25-9935-da2a8c7cfbe4-mp204428-creme-para-o-rosto-50-com-colageno-e-vitamina-e-e-prevencao-de-rugas-antirrugas-antissinais-clareador-de-manchas-escur.png"
17/08/2024,Abelha Rainha,Aura - R Creme Facial Hidratação 72 horas Baba de Caracol 30g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP113092/c9c09805-e252-4638-9c6f-ed94a805acbb-mp113092-abelha-rainha-aura-r-creme-facial-hidratacao-72-horas-baba-de-caracol-30g.png"
17/08/2024,Payot,Regénoderm Nutritivo - Creme Facial 60g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP27520/5e14942d-d2da-487d-9473-2cb489fcf83d-62b99a763fa68b4aa69c3807-12270648803292623231.jpg"
17/08/2024,Extraordinários Botanicals,Creme Facial Vital Antioxi 50g,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP169264/561a3c4e-fda6-4c38-ad91-6930773c1a88-mp169264-creme-facial-vital-antioxi-50g.png"
17/08/2024,Ruby Rose,Gel Creme Facial Kiwi Melu RR-5600,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP116960/f5d0b919-03c4-44b9-91be-0c1e4150d6cf-62d94315b6fa7d6b7ddc6c75-9211826790294959105.jpg"
17/08/2024,Cosmobeauty,Creme Facial Antiox C Clinic Vitamina C 35% 30g - Normal,"https://res.cloudinary.com/beleza-na-web/image/upload/w_1500,f_auto,fl_progressive,q_auto:eco,w_210,h_210/v1/imagens/product/MP167215/f2a41fb9-0258-44f9-bb91-78cea7fbd66d-mp167215-cosmobeauty-creme-facial-antiox-c-clinic-vitamina-c-35-30g-normal.png"
